[13Jan2025 00:02:15.433] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: kevin123j2 lost connection: Disconnected
[13Jan2025 00:02:15.438] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: kevin123j2 left the game
[13Jan2025 00:02:45.715] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: 789123[/127.18.60.42:37363] logged in with entity id 6318 at (-77.42269611027815, 67.8500000178814, 794.5787764692085)
[13Jan2025 00:02:45.732] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: 789123 joined the game
[13Jan2025 00:02:47.195] [Server thread/INFO] [Jade/]: Syncing config to 789123 (8dee5df8-aa2c-3636-ba39-85e868cf3747)
[13Jan2025 00:03:39.969] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Jos3enriq> entra a la llamada gustavo
[13Jan2025 00:03:53.765] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: 789123 has made the advancement [Safe Haven]
[13Jan2025 00:04:03.496] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Horse (vehicle of 789123) moved wrongly! 0.4232192559250052
[13Jan2025 00:04:16.098] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Horse (vehicle of 789123) moved wrongly! 0.27277146421069043
[13Jan2025 00:04:16.147] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Horse (vehicle of 789123) moved wrongly! 0.9385878448819246
[13Jan2025 00:04:16.195] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Horse (vehicle of 789123) moved wrongly! 1.6049643882690932
[13Jan2025 00:04:29.017] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2005ms or 40 ticks behind
[13Jan2025 00:04:49.571] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2009ms or 40 ticks behind
[13Jan2025 00:04:54.764] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: 789123 moved too quickly! 8.750534706721453,0.0625,4.861548458320158
[13Jan2025 00:05:06.811] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2249ms or 44 ticks behind
[13Jan2025 00:05:10.279] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: 789123 has made the advancement [Call For Adventure]
[13Jan2025 00:05:27.424] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5662ms or 113 ticks behind
[13Jan2025 00:05:42.734] [Worker-Main-3/WARN] [net.minecraft.world.level.levelgen.heightproviders.UniformHeight/]: Empty height range: [-33 absolute--50 absolute]
[13Jan2025 00:06:26.319] [Worker-Main-2/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:
[13Jan2025 00:06:26.320] [Worker-Main-2/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:
[13Jan2025 00:06:26.320] [Worker-Main-2/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:
[13Jan2025 00:06:47.887] [Worker-Main-1/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: revampedvillages:outpost/points
[13Jan2025 00:07:37.287] [Worker-Main-1/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:miner_main_room_pool
[13Jan2025 00:07:37.288] [Worker-Main-1/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:miner_additions_2_pool
[13Jan2025 00:07:37.289] [Worker-Main-1/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:miner_additions_3_pool
[13Jan2025 00:07:37.289] [Worker-Main-1/WARN] [net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement/]: Empty or non-existent pool: minecraft:miner_additions_1_pool
[13Jan2025 00:07:40.067] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2004ms or 40 ticks behind
[13Jan2025 00:11:25.354] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <789123> vendito internet
[13Jan2025 00:11:54.470] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Jos3enriq> zzz
[13Jan2025 00:12:02.700] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <789123> no tengo cama
[13Jan2025 00:12:20.353] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Jos3enriq> xdd
[13Jan2025 00:13:06.572] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Jos3enriq> milagro
[13Jan2025 00:13:13.569] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Amal'/11540, l='ServerLevel[world]', x=-403.49, y=61.00, z=1575.70] died, message: 'Amal froze to death'
[13Jan2025 00:13:13.570] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Villager['Amal'/11540, l='ServerLevel[world]', x=-403.49, y=61.00, z=1575.70] died: Amal froze to death
[13Jan2025 00:29:02.448] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.490] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.539] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.585] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.646] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.700] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.751] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.797] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.846] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.894] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.941] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:02.992] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.039] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.092] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.143] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.188] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.266] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.304] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.349] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.396] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.449] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.495] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.543] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.596] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.680] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.739] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.795] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.851] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.898] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.939] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:03.982] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.024] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.064] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.108] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.154] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.201] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.247] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.287] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.342] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.398] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.452] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.500] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.543] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.586] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.637] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:04.686] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:38.636] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 33924ms or 678 ticks behind
[13Jan2025 00:29:38.682] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:38.777] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:38.870] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:38.933] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:38.980] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.022] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.068] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.112] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.151] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.191] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.234] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.275] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.321] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.365] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.415] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.464] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.504] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.545] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.591] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.631] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.686] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.731] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.782] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.830] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.888] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.933] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:39.980] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.035] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.077] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.127] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.174] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.222] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.271] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.311] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.358] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.402] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.449] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.489] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.539] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.589] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.638] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.688] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.738] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.791] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.839] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
[13Jan2025 00:29:40.890] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/21786, l='ServerLevel[world]', x=-513.77, y=-5.10, z=1419.09]
